"Post text","Comments","Reposts","Likes","Bookmarks","Views","Date and time","Handle @...","URL"
"Your X mastery growth system: https:// stan.store/KevinSzabo14/p /x-mastery-system-grow-monetise--scale-on-x …￼","2","0","3","0","448","2026-06-09T22:29:02.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064474880511263120"
"The best investment you’ll ever make is in a skill people will ALWAYS pay for. Not crypto, not stocks or even real estate. A skill you own can’t be taken away and has the potential to make you more.","56","11","128","8","2767","2026-06-09T22:28:30.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064474745786003702"
"Amen","14","4","69","3","1194","2026-06-09T22:01:13.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064467882092675534"
"A college degree is basically a certificate to say you're good at following rules.","39","11","88","4","5943","2026-06-09T21:42:15.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064463107708076208"
"Writers Blocks Hack: ->If you're stuck, Go for a walk When you do any physical activity you allow your subconscious to think for you This creates free flowing ideas you wouldn't think of behind your desk 1. Work out 2. Go for a walk 3. Inspire creativity Thank me later","28","4","53","4","1173","2026-06-09T16:41:17.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064387368166076909"
"The skills you build in your 20s compound in your 30s. - Writing makes you a clearer thinker - Sales makes you more persuasive - Marketing makes you impossible to ignore - Building online makes you location independent Your future self will thank you.","34","14","94","11","1788","2026-06-09T16:12:49.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064380204949094871"
"Nobody is coming to save your financial situation. > Not your employer > Not the government > Not the economy > Not the right opportunity in your lap The day you stop waiting and start building is the day everything shifts.","32","5","73","2","1300","2026-06-09T15:57:54.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064376450686255482"
"Your X mastery growth system: https:// stan.store/KevinSzabo14/p /x-mastery-system-grow-monetise--scale-on-x …￼","0","0","1","0","567","2026-06-09T15:32:42.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064370109469138965"
"First sell your skills. Next sell your problems. Finally sell yourself.","26","5","65","5","1795","2026-06-09T15:21:08.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064367197007265968"
"Your X mastery growth system: https:// stan.store/KevinSzabo14/p /x-mastery-system-grow-monetise--scale-on-x …￼","1","0","4","2","323","2026-06-09T15:03:44.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064362817835192346"
"You have a phone. You've got wifi. You have a brain. It's not about having the fancy gear. It's about making most of what you've got. Everyone can work for free.","39","11","86","9","1678","2026-06-09T15:03:01.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064362636968362493"
"“Inflation is too high” Make more money “Why am I so fat?” Eat less shit “Why am I so tired?” Go to bed on time “People dislike me” They’re not for you We have answers for the obvious questions. We just need to be honest with ourselves.","39","6","89","3","2682","2026-06-09T14:26:07.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064353349797838911"
"Communicating isn’t about what you say. It’s about how you say it. A man’s energy is more revealing than his words.","21","11","88","8","4045","2026-06-09T13:33:10.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064340026758951068"
"Posting daily isn't just for finding new clients. It’s for keeping your current audience. When current and past clients see you dropping value on their feed every day, they think: - I made the right choice - Look what they know - I'm getting access to this brain You may","54","6","72","6","1569","2026-06-09T11:07:08.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064303274639909179"
"In my office Coffee breaks are a must. This improves the quality of the work. No monsters allowed, We have morals keeping the team healthy.","54","6","110","3","2481","2026-06-09T09:53:04.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064284636948185548"
"There is no easy money on X. Neither is it going to be fast. If it was quick and easy, would it still be worth having?","74","5","114","2","2326","2026-06-09T06:38:54.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064235772492788216"
"If you wanna make money. Stand in the centre of where the money is moving. Work like a river bank.","62","9","137","12","6866","2026-06-09T04:59:48.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064210835128320232"
"Shout out to anyone who is genuinely depressed yet still deciding to show up and push forward. I’m not joking. I am genuinely proud of you. I promise you it gets better, keep going. If anyone needs to message me, please do.","82","20","200","6","4172","2026-06-09T03:19:20.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064185549196349735"
"If you grew up lower or middle class Your first job isn’t learning how to make money It’s replacing the mindset you were taught. Bad programming will sabotage everything else you learn.","29","8","65","4","1236","2026-06-09T01:19:37.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064155421829460430"
"Your bank account is just a direct reflection of your beliefs about money. Not your goals. Not your ambitions. That’s irrelevant. What your nervous system decided was safe for a long time ago. Change the belief first. The money follows.","30","5","57","5","1417","2026-06-08T23:53:26.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064133734874407121"
"For people to follow along With your reading, Start writing In spaces Honestly nobody wants to read a long af block of text like this one, it’s annoying and honestly with people attention span, you lose people almost all the the time It hurts my eyes Keep it simple. Plz.","36","9","88","7","1753","2026-06-08T23:14:40.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064123977946051022"
"Your son doesn’t want a dad who quits when life gets hard. Your parents don’t want a son who gave up on his potential. Your wife doesn’t want a husband who folds under pressure. God doesn’t want his child to fall for the lies of the evil one. The people who love you most are","38","14","72","7","1602","2026-06-08T22:50:12.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064117822179992037"
"Live now X has officially broken its analytics wide open to full transparency. Allowing break down between unverified to verified viewers. W or L?","48","3","83","3","7585","2026-06-08T22:38:59.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064114995604893948"
"The most valuable asset you own isn’t money. It’s your ability to think clearly when everything around you is designed to break you. Most people never develop it. They stay confused, distracted, and broke. You’re not most people. Mental clarity is wealth.","52","15","100","4","2254","2026-06-08T20:52:38.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064088233214894403"
"Just got my sub! Congrats to anyone else getting paid","90","9","220","9","12646","2026-06-08T20:13:39.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064078421974462864"
"Don't let social media fool you. You don't need a supercar. Those are cool, but what you need is: A beautiful family, Kids Loving wife You don't need a penthouse. You need a home. The materialistic lifestyle is soulless and empty.","59","17","136","2","2794","2026-06-08T20:03:50.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2064075953878294633"
"You don’t need to use fancy words. You need to get straight to the point. You will make more money that way.","96","18","183","3","3985","2026-06-08T13:46:49.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063981073323720927"
"The highest level of wealth and freedom is having the freedom to say no.","58","20","138","10","3141","2026-06-08T12:30:32.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063961877634286008"
"Got writer’s block? Follow these steps: > Write your prospect’s objections > Put them in logical order > Turn those objections into selling points > Join the sentences with conjunctions > Add CTAs where needed This is how you write copy without even thinking about it.","23","4","46","4","1055","2026-06-08T11:32:43.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063947326230564943"
"Every year I realize how dumb I was a year ago.","37","7","65","0","1326","2026-06-08T10:22:05.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063929551227613667"
"Being an entrepreneur is stressful af. But so rewarding at the same time. You go into it not knowing what to do. So you learnt to master: •Sales •Marketing •Storytelling •Copywriting •Human Psychology All while the world is trying to destroy you.","53","12","97","8","1825","2026-06-08T08:05:02.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063895059334938749"
"Let’s face it. We’re all going to be on our phones for the rest of our lives anyway. So why not spend even just 30 minutes a day creating something worth while? In 10 years, most will only sit there with regret.","69","17","167","8","3740","2026-06-08T06:15:21.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063867457278779499"
"Show up bad Show up good Show up poor Show up rich Just show up.","58","19","130","4","1957","2026-06-08T05:16:24.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063852623619342385"
"LIFE TIP: Start believing you don’t need a boss to build wealth. Post your knowledge online. Build a brand that pays 24/7. It’s the ONE decision that separates employees to owners.","60","14","136","14","2467","2026-06-08T04:07:18.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063835234869645459"
"Entrepreneurs: Your content should also be attracting buyers, not just likes and viewership.","30","4","59","4","1142","2026-06-08T02:42:11.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063813812126396612"
"I thought I needed to be an expert to be valuable. So I kept “learning” instead of doing, I thought one more course would fix it. But no amount of knowledge made me feel confident.","69","8","116","6","2795","2026-06-08T01:26:05.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063794662498844839"
"If you want to grow your worth. Do more favors. Expect nothing in return. Give it 6 months. Watch life changing opportunities fall on your lap.","57","15","140","10","2616","2026-06-08T00:30:22.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063780642379190714"
"Just a reminder I have Subscriber only content and host regular sub only spaces for people looking to get more depth about wealth creation as a freelancer/creator.","7","1","32","0","1240","2026-06-07T23:46:02.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063769484121284912"
"Stop listening to haters. They say: ""You're worthless"" ""Your posts suck"" ""You’re Stupid” I've heard it all, and so have all big creators. That's just part of the game we deal with. Ignore it and keep going.","36","11","79","6","1663","2026-06-07T23:26:02.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063764452114100611"
"A lot of people aren’t rich right now because of what they were doing in 2020. A lot of people won’t be rich in 2028 because of what they are doing right now.","49","16","116","7","3986","2026-06-07T23:00:31.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063758028633985028"
"People don't lose when they fail. They lose when they accept defeat.","49","15","98","3","2361","2026-06-07T22:09:56.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063745297402966326"
"Movement doesn’t equal progress. I worked hard for years and turns out I was running in the same place. At some point - you gotta be building something bigger than this month’s stats.","19","5","41","4","1036","2026-06-07T21:38:16.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063737330645553379"
"If you’re not using social media to make money, you’re missing out. You could be making money as a content creator, affiliate marketer, dropshipper, copywriting, etc. So many opportunities, don’t get left behind!","42","6","90","5","2099","2026-06-07T18:48:16.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063694546454618203"
"Elon musk being a near trillionaire has nothing to do with you being poor.","85","26","264","11","7513","2026-06-07T15:53:27.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063650553238782110"
"AI won’t take your job. Someone using it will. Become more valuable than AI. Then you’re un-replaceable.","52","9","86","3","2144","2026-06-07T15:31:42.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063645079835754787"
"Growth is painful. Change is painful. But nothing is as painful as staying stuck somewhere you don't belong.","43","14","93","2","2040","2026-06-07T14:55:17.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063635915545641271"
"Losing fake friends is an upgrade.","44","13","141","3","2743","2026-06-07T14:26:23.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063628641318166945"
"Nobody saw my first 100 posts. And honestly? That might’ve been a blessing. It gave me time to figure out what I actually wanted. Just enough before the pressure of an audience got loud enough to change it. Creating before anyone watches is an advantage.","42","8","100","8","1878","2026-06-07T14:12:09.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063625062339535097"
"Your whole life can literally change in 6 months just by posting on social media.","52","7","112","3","5692","2026-06-07T13:43:01.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063617730872287372"
"Happy early morning everyone! God bless today","53","2","90","4","1581","2026-06-07T13:30:00.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063614452377809007"
"Stuck getting Clients in any skill? Scripts, offer, position. One time, all here: https:// stan.store/KevinSzabo14/p /client-closing-blueprint …￼","0","0","5","1","273","2026-06-07T12:37:59.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063601362613444794"
"Rule #1 that gets me to close $5000 clients: Don’t waste your time with cheap people. They either pay up or don’t. Don’t forget, you have: -A business to run -A reputation to keep -People who rely on you -A future to look forward to Sell what you are worth, so keep selling.","31","12","108","10","2540","2026-06-07T12:37:18.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063601192509288818"
"If you're running a business, never forget: Your customers are people. Treat them like you'd want to be treated. That's the best ethical business practice.","31","15","68","3","1218","2026-06-07T12:05:29.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063593183276122429"
"Sorry to tell you this: But the richest people on X aren’t content creators. The richest people on X think like business owners. They build leverage, create offers and find leaks in their market to solve. Most importantly, they don’t look at metrics. Think in business.","35","11","79","9","1972","2026-06-07T11:07:14.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063578523130880453"
"I would argue that most millionaires aren't that smart. In fact I would call them crazy and stupid. But that's the reason they became successful. I think you need to be a little stupid sometimes to break free.","46","22","145","8","5564","2026-06-07T10:52:54.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063574917426143306"
"You lose every time you: • Settle for “good enough” • Talk more than you execute • Let fear look like logic • Stay loyal to a bad habit • Mistake “busyness” for progress","31","12","77","5","1752","2026-06-07T10:14:51.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063565342312431770"
"Join 200+ on X mastery all here on me time: https:// stan.store/KevinSzabo14/p /x-mastery-system-grow-monetise--scale-on-x …￼","0","0","3","0","169","2026-06-07T09:53:07.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063559874575765862"
"8 rules you need to know if you want to make a real impact online: 1. Focus on the people, not the metrics. 2. Focusing on followers is dumb, the numbers will grow as a byproduct on the amount of value you give. 3. People come together through ideas, find one and build idea","23","11","54","13","1168","2026-06-07T09:51:24.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063559442004586643"
"Your X mastery from 0->10,000+ and becoming a full time creator. https:// stan.store/KevinSzabo14/p /x-mastery-system-grow-monetise--scale-on-x …￼","0","0","2","0","192","2026-06-07T09:26:07.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063553078444298743"
"Content is the Leverage Engaging is the distribution Use both and you’ll never go broke.","36","11","74","3","1642","2026-06-07T09:25:46.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063552990753980733"
"If your entire marketing is just sales screenshots: You’re not a marketer. You’re a robber.","26","7","55","2","2306","2026-06-07T09:10:22.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063549115775025203"
"Every second of your life should go into improving your life. - Work - Sleep - Eating right - Reading your Bible - Moving (+10,000 steps). But This doesn’t mean to neglect your responsibilities. Because even spending time with family and raising children IS part of the","22","8","52","2","1073","2026-06-07T08:17:44.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063535869349212559"
"Guard your brain at all costs. - The music you listen to. - The people you hang with. - The content you consume. Your brain is absorbing all of it. Whether you want it to or not, it creates you.","40","15","95","6","1845","2026-06-07T07:54:58.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063530139531505969"
"Stop being a ghost on X. Posting on X is not enough anymore to grow. You need to be doing everything X offers. Reply to start conversations, speak in spaces, follow the right people and connect. X is a platform where if you are not constantly seen. It is game over and you","82","13","143","10","3448","2026-06-07T06:11:56.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063504211501797400"
"Your X mastery from 0->10,000+ and becoming a full time creator.","0","0","5","0","220","2026-06-07T05:42:43.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063496856743686537"
"Message to all content creators: It’s never about the likes you get on a post The question should be: Are you proud for what you posted? Doesn’t mean each post has to be High production Rather: Are you happy with your message? Short-Form/Long-Form/Video. Doesn’t matter.","40","5","85","6","1553","2026-06-07T05:41:35.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063496573804241061"
"Scale your X and become a full time creator:","1","0","4","0","410","2026-06-07T05:21:11.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063491436889149941"
"Want to become a millionaire in 2-5years? Create content. Build a solid brand for yourself. It's the ONE thing that can catapult you from 6 to 7 figures in record time.","74","16","244","33","5084","2026-06-07T05:09:11.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063488418256945550"
"","2","1","10","0","490","2026-06-07T04:50:07.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063483622271676802"
"","2","1","13","0","414","2026-06-07T04:49:50.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063483547650814236"
"I caved I’m a music artist now! (Comments for songs)","38","3","91","4","3550","2026-06-07T04:49:29.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063483462011506901"
"80% of success is deciding who NOT to be around.","61","27","223","12","3242","2026-06-07T04:07:10.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063472809939001820"
"I unfriended someone. Turns out he was a murderer. He ended the life of 5 of my close friends. His name is Procrastination. He killed my dreams with no remorse. Every time I visited his home. It was just a graveyard of dead dreams. I heard him whisper “Do it later”.","41","16","105","10","3513","2026-06-07T02:30:02.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063448368697741405"
"You get smarter once you learn how to deal with your anxiety. A calm mind is a smart mind.","32","17","100","11","2099","2026-06-07T00:40:13.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063420731917037874"
"Most of you don’t know how to DM others. Instead of pitching your crap course. Start by: •Engaging with their content •Actually enjoy what they have to say •Getting to know them •Bring up what you like about their brand •Open up to Criticism •Sell Solution Are DMs dead?","19","3","47","7","1032","2026-06-06T23:39:54.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063405553234166031"
"I got lucky. After 300k Posting. After 3000+ rejections. After 1700+ phone calls. I finally got lucky.","89","11","217","8","5304","2026-06-06T21:50:58.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063378136310378539"
"People think they can get rich from X. Well they’re 100% right. Solve endless problems. And create more offers.","48","8","101","4","2125","2026-06-06T20:26:42.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063356929808695368"
"Books on your shelf don’t make you smarter. Reading them does. Accounts you follow don’t make you a better writer. Writing every day does. Plans you talk about don’t make you money. Work you actually do does.","51","8","111","2","2238","2026-06-06T18:53:37.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063333507909255399"
"The real dream isn’t cars or mansions. It’s: • Slow mornings • Traveling when you feel like it • Time with loved ones • Doing work you actually enjoy • Never stressing about money ever.","38","5","79","3","1566","2026-06-06T17:59:50.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063319972336603313"
"Massive goals are killing you. Instead of focusing on the entire staircase. Take a step one at a time. Now apply this to everything in life: If you wanna lose 50 pounds.. lose 2/week. If you wanna write a book, write 1 page/day. Work isn’t burning you out, distant goals do.","48","8","98","6","2087","2026-06-06T08:24:14.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063175118210175431"
"It costs $0 to build your brand and start posting content, the return could be millions of dollars. There's nothing to think about. Just start bro.","68","9","101","6","2345","2026-06-06T07:51:03.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063166766012871022"
"Copywriting secret: Short-Form builds general audience. Long-Form build targeted audience. Write with intent.","22","3","61","3","1823","2026-06-06T07:21:29.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063159327490265443"
"Name me a feeling worse than this as an X ghostwriter","25","0","52","0","2745","2026-06-06T06:28:32.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063145999674069110"
"Stuck getting Clients in any skill? Scripts, offer, position. One time, all here: https:// stan.store/KevinSzabo14/p /client-closing-blueprint …￼","0","0","3","0","593","2026-06-06T06:10:25.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063141442957025568"
"Forget therapy. Focus on YOU being better. Hit the gym. Write every day. Read every night. Stop waiting to feel ready. Do the work when it’s hard. In 45 days you won’t recognize yourself. Trust the process.","47","14","93","11","3500","2026-06-06T06:09:56.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063141321250943293"
"DO NOT DATE WHILE: You're broke, In terrible shape, Your life is chaotic. First, get your life in order.","61","16","164","13","3967","2026-06-06T05:41:04.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063134056494059904"
"You are one deep honest conversation away from becoming successful.","22","4","52","5","1372","2026-06-06T05:09:09.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063126024338976919"
"Self promotion isn’t cringe. If you think this way, you lost. it’s necessary for success.","69","11","125","10","4474","2026-06-06T04:41:26.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063119047017791877"
"You can be the one that breaks your family negative cycle forever.","20","3","50","4","1276","2026-06-06T03:48:23.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063105697395462210"
"The fastest way to monetize as a writer on x is to provide a service: • Ghostwriting • Content writing • Sales copywriting Give your expertise away for free. Charge people to “rent your pen” Me? I build brands through understanding ghostwriting","14","0","34","9","1056","2026-06-06T03:38:03.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063103095433736335"
"One unhappy client who talks is more damaging than a hundred happy clients. Do the work at a level that makes people feel stupid for not telling others about you. Word of mouth is still the highest converting referral source on the planet. And bro, it’s not even close.","28","2","48","3","1245","2026-06-06T03:23:12.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063099360053760266"
"Your X mastery Content system:","0","0","3","1","389","2026-06-06T03:12:16.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063096609982836785"
"The fastest path to a new client is a warm DM to someone you’ve already been taking too. You’ve been dropping value to them in your content and replies. So they already trust you. You have ave to ask if they want to go deeper Most people never ask That’s why they stay broke.","13","2","34","4","1266","2026-06-06T03:08:47.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063095732614156727"
"Being debt-free isn't just a financial step. It's a mental health and peace upgrade.","26","6","65","7","2037","2026-06-06T02:48:12.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063090552149577953"
"Stuck getting Clients in any skill? Scripts, offer, position. One time, all here: https:// stan.store/KevinSzabo14/p /client-closing-blueprint …￼","1","0","3","0","360","2026-06-06T02:32:03.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063086489261482386"
"Whenever I’ve been on the edge of something massive in business, everything gets harder. God has a way of testing your conviction right before it hands you your goal. If it hurts right now, good. You're closer than you think. This is how it’s been for me this month.","24","8","56","1","2337","2026-06-06T02:25:01.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063084716400546230"
"Helped a client make $7,000 his first month He spent over a year trying to figure out his systems He thought he needed to work 12 hours a day But the truth is: It takes less than an hour per day with clients So what was the difference? Clarity and guidance. Cough* & offer","10","2","26","3","857","2026-06-06T02:22:08.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063083993323463156"
"Life hack: If you want a lead to buy. Make them feel like they are scamming you. If you wanna sell a product for $100- Make that product value $500.","8","4","33","2","1248","2026-06-06T02:11:47.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063081388597776513"
"Just a reminder for analytics: Impressions don’t matter. Quantity of posts don’t matter. And X literally tells us this in detail. Great content will always win.","28","6","71","9","8247","2026-06-06T01:38:57.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063073122245382260"
"When you’re getting feedback That means people are paying attention. Take the criticism and grow from it. Remember they could be your next client.","20","4","46","1","1038","2026-06-06T01:21:34.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063068749645725881"
"Life with Jesus brings 10x more fulfillment.","34","12","90","3","2579","2026-06-06T00:58:42.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063062994746024178"
"Invest in your appearance: - Hit the gym - Wear a nice suit - Some nice Jewelry - Put on a watch Broke people cry about beauty privilege. The rich see it as an investment for life. People will respect you 10x more.","27","12","65","5","1965","2026-06-06T00:40:49.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063058495239270621"
"Everyone think that “happiness” is tied down to money, fame and vanity. But did you know you can biochemically trigger happiness? It’s called taking care of your gut. It works as a second brain and builds 90% of all serotonin. A chemical that is linked to your “happiness” So","7","5","22","1","1141","2026-06-06T00:19:04.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063053020640735619"
"Solopreneurs: Stop comparing yourself to people with marketing teams. You don’t have their budget and you definitely don’t have their experience. You have something better: A real story to share. Audiences trust that more than a “perfect brand” ever.","34","6","62","3","2278","2026-06-06T00:04:30.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063049355582464193"
"I just closed 2 clients this morning. Not held back by others. Not held back by an algorithm. Not held back by location. Most important, excuses. Just pure outreach in DM form. If you can’t control your income. You don’t have a business. You have a hobby based on luck.","18","10","57","2","4333","2026-06-05T23:35:53.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063042153165566241"
"X paid me $420+ for 2 weeks: analytics","105","26","210","22","28103","2026-06-05T23:24:15.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063039224941519246"
"Thank you X!","396","75","716","43","46359","2026-06-05T23:10:06.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063035664208134228"
"Today is payouts. Good luck today everyone","38","7","97","2","4433","2026-06-05T22:26:44.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063024751673782359"
"When you reach a certain size on X, you tend to piss off a lot of people. Your friends get jealous. Random internet trolls try to break you down. That's just part of the game. Don't let it bother you. Keep building.","63","15","161","2","5260","2026-06-05T21:33:56.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2063011464869204406"
"If you’re scared of rejection, business isn’t for you.","68","38","230","23","6714","2026-06-05T20:47:20.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062999734629937416"
"What a privilege to be tired from your own business you prayed for. What a privilege to be overwhelmed by the growth you dreamed about. Live with gratitude.","23","4","46","3","1507","2026-06-05T19:44:27.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062983911702217060"
"“But I’m not an expert in anything” STOP. You know how to: • Get your first ghostwriting client? • Write threads that build an audience? • Make coffee and sell with a mark up of 400% Someone is losing sleep RIGHT NOW over that exact problem you have an answer to. People","22","4","39","8","1780","2026-06-05T18:37:15.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062966998573719778"
"I hate people who act serious 100% of the time in business. That can’t take a joke. You should absolutely take business seriously. But holy F*ck be a human. I’ve built more networks this way. I’ve made more money by keeping them as friends. And not as business transactions.","66","10","111","8","2571","2026-06-05T10:58:02.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062851434010313053"
"In business, you don't need to be famous, you just need to be found. You're a business owner, not a celebrity. So show up daily in 2026, because your business depends on it..","84","23","160","13","10295","2026-06-05T10:32:51.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062845095007682936"
"If you: Never lied Never rugged Never cheated Never scammed Never faked work Never farmed bots Keep doing it, you’re going far.","61","7","137","7","2991","2026-06-05T04:50:04.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062758830828618234"
"In 5 years from now, you won’t care how long it took, you’ll just be glad you started.","87","26","249","11","3959","2026-06-05T02:30:03.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062723594891710561"
"A winner is just a loser who tried one more time.","46","20","131","6","3282","2026-06-05T00:21:30.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062691244367622498"
