"Post text","Comments","Reposts","Likes","Bookmarks","Views","Date and time","Handle @...","URL"
"Slower day today. Most people only push on good ones. I try to keep going anyway!","33","2","55","2","2831","2026-06-18T21:43:14.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067724845261942883"
"Name a company that have completely lost its original vibe","138","4","64","4","15297","2026-06-18T18:58:14.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067683324714233875"
"Unpopular opinion: Not all AI output is slop. Slop is a taste problem. Not a model problem.","47","1","69","3","4203","2026-06-18T16:36:26.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067647637889617970"
"X is full of founder LinkedIn is full of employees Facebook is full of..","91","3","96","4","5838","2026-06-18T14:07:43.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067610212798738761"
"SEO starting to pick up! And starting to get first users from Google!! Are you also doing SEO early or waiting for later?","54","1","75","2","4919","2026-06-18T12:10:42.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067580763063652414"
"your future users do not care how many tools are in your stack. they care if the problem disappears.","11","1","17","0","1393","2026-06-18T09:33:18.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067541154602590701"
"I am still a Claude code user, Why should I switch to Codex?","94","3","74","3","7691","2026-06-18T06:15:18.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067491326258540763"
"6.5k followers on day 78 We keep staying strong!!","82","1","136","2","4234","2026-06-18T01:00:21.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067412065971535991"
"How are you doing build-in-public?","41","4","81","1","3371","2026-06-17T20:55:20.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067350406154346766"
"Looking to connect with YOU! Who won't want to connect with this guy?","35","1","56","3","2611","2026-06-17T18:18:42.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067310987737211341"
"","0","0","3","0","940","2026-06-17T16:01:36.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067276484343976365"
"most products don’t need more ideas. they need a filter. ClimbX now has an ideas page. add your idea. vote on existing ones. what should we build next?","16","0","32","1","2810","2026-06-17T16:00:36.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067276234082443556"
"what problem are you solving? making something easier, simpler, or cheaper?","125","6","91","9","6733","2026-06-17T14:15:51.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067249872869200370"
"My accidental build-in-public ""strategy"": 1. grow on X 2. Have people ask for my 'secret sauce' 3. Build a tool to help myself and others grow! 4. Keep growing and tweet about the tool - climbX 5. 8 posts a day + minimum 400 replies on X","96","6","134","15","5831","2026-06-17T12:08:08.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067217731145838748"
"welcome to the new era: 5% building the product 95% figuring out distribution","70","8","110","7","4244","2026-06-17T09:34:08.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067178974506066006"
"I am a founder scare me with 1 word","827","18","358","21","62607","2026-06-17T05:05:08.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067111278242373772"
"6.3k followers on day 77! Almost 100+ new followers for 40 straight days.","90","0","118","4","5058","2026-06-17T01:01:01.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2067049842661027935"
"frontend gets screenshots. backend gets logs. but what counts as proof of backend work?","5","0","10","0","975","2026-06-16T21:09:27.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066991569098465372"
"they say AI will create totally new jobs we can't picture yet. so, any ideas what the first one is?","121","8","89","2","8081","2026-06-16T19:12:01.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066962015776657869"
"Guess the programming language: • Slow like C • Unproductive like Python • Unscalable like Java • More complex than all three What is it?","47","2","39","2","5772","2026-06-16T16:56:25.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066927891565212121"
"Hey founders ! Looking to connect with people building in: SaaS Tech Automation AI tools Product Development Web APP Devs Drop what you're working on","114","2","95","6","6346","2026-06-16T14:23:25.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066889388613644298"
"Developers, what’s your ""backup plan"" now that AI writes better code than you?","117","4","77","3","8056","2026-06-16T12:08:25.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066855414327578727"
"what killed your first startup?","67","4","32","1","4358","2026-06-16T09:30:11.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066815592036725006"
"what happened to the systems everyone was yelling about? llama? github copilot? deepseek? cursor? perplexity? mistral?","86","5","70","0","6693","2026-06-16T06:09:11.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066765008902513089"
"New reply high score: 721 and best non-viral day so far, 172k impressions!","119","3","139","5","5549","2026-06-16T01:11:12.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066690019230728593"
"Things change fast!","13","1","30","0","1866","2026-06-15T21:35:13.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066635665337438368"
"6.2k followers on day 76 Consistency is key!","147","5","216","8","8106","2026-06-15T18:53:17.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066594913031004497"
"","1","0","0","1","961","2026-06-15T16:49:52.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066563855812034724"
"Do you enjoy small details like these? Being able to drag around testimonials :D","16","0","30","0","1777","2026-06-15T16:46:00.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066562880485437665"
"why did Vercel become the default for vibe coders shipping fast? what did they do better than everyone else?","90","2","57","1","7394","2026-06-15T14:34:21.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066529750865096932"
"vibe coders, how much money did you mange to burn with Claude fable 5?","125","1","165","6","31183","2026-06-15T12:15:25.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066494787260174796"
"Why doesn’t Claude have an image or video generation model yet?","228","16","463","37","82852","2026-06-15T09:39:33.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066455560141029458"
"your name is worth more than a bad AI reply","53","4","73","0","5788","2026-06-15T06:07:33.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066402209328206115"
"Does Claude code beat Codex for daily work?","36","3","49","2","4635","2026-06-15T01:06:37.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066326476224393445"
"sell me your startup in two words max.","670","9","306","63","51945","2026-06-14T21:30:19.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066272043620835714"
"hot take: founders using AI to avoid talking to users are just automating the wrong job.","29","2","63","0","2650","2026-06-14T19:03:49.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066235175671882059"
"6k followers in 75 days 0 → 1k in 33 days 1k → 2k in 7 days 2k → 3k in 8 days 3k → 4k in 9 days 4k → 5k in 9 days 5k → 6k in 9 days! And we keep going!!!","102","2","145","11","5469","2026-06-14T15:56:03.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066187924954042867"
"Heyo Looking to connect with people into: SaaS AI Tools Startups Distribution Marketing","89","2","100","4","5342","2026-06-14T14:03:02.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066159483592606204"
"pro tip: sell to buyers with money. they move faster. they argue less.","23","0","61","2","2270","2026-06-14T12:00:05.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066128538370031635"
"Your life can literally change in 2 months just by posting on social media. Did for me.","86","12","343","63","13705","2026-06-14T09:38:03.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066092798357516333"
"New developers be like:","30","5","54","2","3428","2026-06-14T06:01:06.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2066038197776187815"
"At this point if AI writes 90% of code, who even survives in tech??","233","13","239","20","41382","2026-06-14T01:23:03.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065968224609407323"
"most founders use AI like caffeine. a speed boost for bad systems. better frame: use AI like a junior hire. give it one narrow job, clear context, and something you can actually check. example: don’t say “grow ClimbX.” say “turn these 20 replies into 3 post angles.”","16","0","22","2","1806","2026-06-13T21:33:26.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065910440098472116"
"AI writes the copy. AI writes the code. AI sketches the UI. What skill stays valuable now?","197","10","81","6","12786","2026-06-13T19:05:08.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065873120670445715"
"founders, drop your startup below what does it do in one sentence?","127","2","68","6","6962","2026-06-13T16:36:08.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065835621302542446"
"5.9k followers in 74 days Pushing for 6k by the end of this week!","128","2","178","13","7189","2026-06-13T13:47:27.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065793170537931251"
"climbX's been live 28 days So is 60 clicks good or bad? First time my SEO ever seems to be working decently","22","1","47","1","2825","2026-06-13T11:45:26.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065762467431534914"
"my dream: own a business that I can build daily, create value, and still have fun","22","0","49","2","1382","2026-06-13T09:38:25.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065730502594556085"
"name a startup that every founder secretly respects","33","0","36","1","3014","2026-06-13T06:05:26.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065676901289447607"
"if AI can replace you, that’s on you - not the AI","42","5","52","0","2610","2026-06-13T01:34:25.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065608700249686393"
"Your employed friends: month 1: ""cute side project"" month 3: ""still posting every day?"" month 5: ""wait, people are paying for this?"" the same consistency looks irrational until it compounds.","34","6","65","7","5021","2026-06-12T21:32:38.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065547852172943827"
"Does anyone actually use and or pay for the X subscription system to help creators??","16","0","26","0","2184","2026-06-12T19:45:05.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065520787025461642"
"Be honest devs, Is coding still worth learning in the AI era?","184","6","187","29","40059","2026-06-12T17:09:13.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065481560816488739"
"Still try to live by this quote: ""Move fast and break things."" Nothing breaks? You're moving too slow.","40","4","62","3","2683","2026-06-12T14:01:10.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065434236161560600"
"5.7k followers in 73 days And monetized on X yesterday!!","206","4","250","11","8241","2026-06-12T11:38:24.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065398307027841048"
"People willing to adapt will never be replaced by AI Agree?","82","0","92","0","4656","2026-06-12T09:30:23.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065366089790259649"
"Hey founders ! Looking to connect with people building in: SaaS Tech Automation AI tools Product Development Web APP Devs Drop what you're working on","122","3","114","4","5983","2026-06-12T06:30:22.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065320790153744543"
"What's your go-to code editor for personal projects?","103","1","62","1","6985","2026-06-12T01:34:22.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065246299876704676"
"My 2026 so far: Left my role as CTO at a scale-up generating $700k in ARR on April 1. SEOLint: $0 MRR JustFixMe: $0 MRR ClimbX: $696 MRR Short term: get ClimbX to $1k MRR. What’s your short-term goal?","45","0","61","4","2909","2026-06-11T21:30:22.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065184894183973132"
"ClimbX Engage is live! find posts worth replying to with 40 suggested posts a day, matched to your goal and account.","22","2","56","13","31943","2026-06-11T19:54:48.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2065160842186797280"
"25. Solo dev. 0 followers. Starting from scratch. Goal: €5-10k MRR in 12 months building micro-SaaS products with AI. No team. No VC. Just shipping and seeing what sticks. First product is live in 14 days or it's dead. Posting everything, the wins, the flops, the numbers.","84","13","545","55","73040","2026-04-01T08:33:43.000Z","'@DanielSmidstrup","https://x.com/DanielSmidstrup/status/2039259902518943819"
